Indicator;Sector;Service;Vehicle category;Scope;Geography;Fuel;Value;Time;Source;Primary source;Observation value;Unit;Metadata
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";18;2003;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"209,948";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";19;2004;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"217,918";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";20;2005;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"228,048";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";21;2006;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"247,850";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";22;2007;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"271,106";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";23;2008;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"301,116";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";24;2009;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"277,793";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";25;2010;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"306,503";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";26;2011;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"311,602";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";27;2012;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"338,542";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";28;2013;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"467,346";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";29;2014;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"498,156";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";30;2015;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"538,388";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";31;2016;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"580,803";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";32;2017;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"627,254";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";33;2018;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"668,431";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";34;2019;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"706,490";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M1";"national";"Bangladesh";"all";35;2020;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"none";"number of vehicles";"Original ATO Code: TAS-VEP-017- We report cumulative number of vehicle registrations i.e. LDVs on road. LDV refers to road motor vehicle, other than two and three wheelers intended for the carriage of passengers and designed to seat no more than nine persons (including the driver). Refers to category M1 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). It includes all types of fuel."
"Cumulative vehicle registration";"Road";"Passenger";"M2/M3";"national";"Bangladesh";"all";36;1990;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"none";"number of vehicles";"Original ATO Code: TAS-VEP-018- We report cumulative number of vehicle registrations i.e. Bus on road.  Statistics on domestic production of  Bus which includes both mini bus and conventional bus. The conventional bus is Passenger road motor vehicle designed to carry more than 24 persons (including the driver), and with provision to carry seated as well as standing passengers. Refers to class I and class II of categories M2 and M3 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). The mini bus is a Passenger road motor vehicle designed to carry 10-23 seated or standing persons (including the driver). Refers to class A and class B of categories M2 and M3 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3)."
"Cumulative vehicle registration";"Road";"Passenger";"M2/M3";"national";"Bangladesh";"all";37;1991;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"none";"number of vehicles";"Original ATO Code: TAS-VEP-018- We report cumulative number of vehicle registrations i.e. Bus on road.  Statistics on domestic production of  Bus which includes both mini bus and conventional bus. The conventional bus is Passenger road motor vehicle designed to carry more than 24 persons (including the driver), and with provision to carry seated as well as standing passengers. Refers to class I and class II of categories M2 and M3 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). The mini bus is a Passenger road motor vehicle designed to carry 10-23 seated or standing persons (including the driver). Refers to class A and class B of categories M2 and M3 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3)."
"Cumulative vehicle registration";"Road";"Passenger";"M2/M3";"national";"Bangladesh";"all";38;1992;"ATO";"http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/b2db8758_8497_412c_a9ec_6bb299f8b3ab/2020-09-17-15-30-d0e641b2e659019f2aa44cbaf628caa8.pdf";"none";"number of vehicles";"Original ATO Code: TAS-VEP-018- We report cumulative number of vehicle registrations i.e. Bus on road.  Statistics on domestic production of  Bus which includes both mini bus and conventional bus. The conventional bus is Passenger road motor vehicle designed to carry more than 24 persons (including the driver), and with provision to carry seated as well as standing passengers. Refers to class I and class II of categories M2 and M3 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3). The mini bus is a Passenger road motor vehicle designed to carry 10-23 seated or standing persons (including the driver). Refers to class A and class B of categories M2 and M3 of the UN Consolidated Resolution on the Construction of Vehicles (R.E.3)."
